Job Number,Filepath,Planning Enforcement Reference Number,Address,Date,Document Type,BS7666UPRN,Easting,Northing
JN24960,"Box 28_Client Box 28\ENF Notices Aug 06 - Jan 10\The Bakers Arms, 32 High Street, Alton, GU34 1BN_F.32645-008.pdf",F.32645/008,"The Bakers Arms, 32 High Street, Alton, GU34 1BN",17/01/2007,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Aug 06 - Jan 10\WHITE LODGE, MERCURY LANE, EAST MEON, PETERSFIELD, GU32 1QS_F.32595-002.pdf",F.32595/002,"WHITE LODGE, MERCURY LANE, EAST MEON, PETERSFIELD, GU32 1QS",13/02/2008,Planning Enforcement Notice,1710102192,468296.57,118896.88
JN24960,"Box 28_Client Box 28\ENF Notices Aug 06 - Jan 10\Filmore Hill Lane, Privett, Alton, GU34 3NX_TS-Plan-Enf-2546.pdf",TS/Plan-Enf/2546,"Filmore Hill Lane, Privett, Alton, GU34 3NX",26/09/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Aug 06 - Jan 10\22 High Street, Petersfield, GU32 3JL_F.35977-004-LBC.pdf",F.35977/004/LBC,"22 High Street, Petersfield, GU32 3JL",31/10/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Aug 06 - Jan 10\56 Normandy Street, Alton, Hants, GU34 1DE_SE-Plan-Enf-2571.pdf",SE/Plan-Enf/2571,"56 Normandy Street, Alton, Hants, GU34 1DE",11/10/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Aug 06 - Jan 10\Liphook Road, Headley, Bordon, GU30 7RX_Plan-enf-st-.pdf",Plan/enf/st/,"Liphook Road, Headley, Bordon, GU30 7RX",06/02/2007,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Aug 06 - Jan 10\Liphook Road, Headley, Bordon, GU30 7RX_F.49234-ECOU.pdf",F.49234/ECOU,"Liphook Road, Headley, Bordon, GU30 7RX",17/01/2007,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\71 Glebe Road, Buriton, Petersfield, Hants, GU31 5SD_F.49256-000.pdf",F.49256/000,"71 Glebe Road, Buriton, Petersfield, Hants, GU31 5SD",08/12/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Oakhanger Stream, Shortheath Common, Oakhanger, Bordon, GU35 9JS_F.35573-009.pdf",F.35573/009,"Oakhanger Stream, Shortheath Common, Oakhanger, Bordon, GU35 9JS",12/09/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Kiln Cottage, Honey Lane, Selborne, Alton, GU34 3BS_ENF 749.pdf",ENF 749,"Kiln Cottage, Honey Lane, Selborne, Alton, GU34 3BS",11/09/2006,Planning Enforcement Notice,1710038033,476713.4,134144.52
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Forest Ride, Nutshell, Mayfield, Garlands, The Gables and Alice Cottage, Back Lane, Bucks Horn Oak, Farnham, GU10 4LW_F.22764-008-E0DC.pdf",F.22764/008/E0DC,"Forest Ride, Nutshell, Mayfield, Garlands, The Gables and Alice Cottage, Back Lane, Bucks Horn Oak, Farnham, GU10 4LW",25/08/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\West Fork, Farnham Road, Liss, GU33 6LE_APP-M1710-C-06-2025796.pdf",APP/M1710/C/06/2025796,"West Fork, Farnham Road, Liss, GU33 6LE",06/06/2007,Planning Enforcement Appeal Decision,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\West Fork, Farnham Road, Liss, GU33 6LE_F.27086-020.pdf",F.27086/020,"West Fork, Farnham Road, Liss, GU33 6LE",16/08/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\West Fork, Farnham Road, Liss, GU33 6LE_ENF 748.pdf",ENF 748,"West Fork, Farnham Road, Liss, GU33 6LE",16/08/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\69 Bowes Hill, Rowlands Castle, Hampshire, PO9 6BS_CB-Plan-Enf-2510.pdf",CB/Plan-Enf/2510,"69 Bowes Hill, Rowlands Castle, Hampshire, PO9 6BS",02/08/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\THE SPREAD EAGLE, FARNHAM ROAD, LISS, GU33 6JU_F.25000-015.pdf",F.25000/015,"THE SPREAD EAGLE, FARNHAM ROAD, LISS, GU33 6JU",15/08/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\64 London Road, Horndean, Waterlooville, PO8 0BX_F.28602-009.pdf",F.28602/009,"64 London Road, Horndean, Waterlooville, PO8 0BX",06/03/2007,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Leathern Bottle Public House, 16 Amery Street, Alton, GU34 1HN_A0-147.pdf",A0/147,"Leathern Bottle Public House, 16 Amery Street, Alton, GU34 1HN",08/09/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\69 Bowes Hill, Rowland's Castle, PO9 6BS_F.23488-006.pdf",F.23488/006,"69 Bowes Hill, Rowland's Castle, PO9 6BS",17/07/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Pound Farm, Selborne Road, Selborne, Alton, GU34 3JG_F.38278-002.pdf",F.38278/002,"Pound Farm, Selborne Road, Selborne, Alton, GU34 3JG",17/07/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Land South of Broomsquires, Hammer Vale, Liphook, GU27 1QL_22017-017-ECOU.pdf",22017/017/ECOU,"Land South of Broomsquires, Hammer Vale, Liphook, GU27 1QL",13/08/2009,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Land South of Broomsquires, Hammer Vale, Liphook, Hampshire, GU27 1QL_ENF 742.pdf",ENF 742,"Land South of Broomsquires, Hammer Vale, Liphook, Hampshire, GU27 1QL",27/06/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\8 Sussex Road, Petersfield, GU31 4JX_F.38579-001-E0DH.pdf",F.38579/001/E0DH,"8 Sussex Road, Petersfield, GU31 4JX",16/06/2006,Planning Enforcement Notice,1710030818,474785,122952
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Dove-Cot, Hawthorn Lane, Four Marks, Alton, GU34 5AU_739 and 740.pdf",739 and 740,"Dove-Cot, Hawthorn Lane, Four Marks, Alton, GU34 5AU",08/06/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Lyeway Lane, Ropley, Alresford, Hampshire, SO24 0DW_F.39663-002-ECOU.pdf",F.39663/002/ECOU,"Lyeway Lane, Ropley, Alresford, Hampshire, SO24 0DW",26/05/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\April Cottage, 6 Stairs Hill, Empshott, Liss, Hampshire, GU33 6HP_CB-Plan-Enf-2456.pdf",CB/Plan-Enf/2456,"April Cottage, 6 Stairs Hill, Empshott, Liss, Hampshire, GU33 6HP",08/06/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\The Firs, The Street, Binsted, Alton, GU34 4PF_F.38434-003-ECOU.pdf",F.38434/003/ECOU,"The Firs, The Street, Binsted, Alton, GU34 4PF",30/01/2007,Planning Enforcement Notice,1710042532,478043.19,141251.64
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\OAKHANGER ROAD, OAKHANGER, BORDON, GU35 9JB_CB-Plan-Enf-2448.pdf",CB/Plan-Enf/2448,"OAKHANGER ROAD, OAKHANGER, BORDON, GU35 9JB",28/04/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\OAKHANGER ROAD, OAKHANGER, BORDON, GU35 9JB_CB-Plan-Enf-2448_00001.pdf",CB/Plan-Enf/2448,"OAKHANGER ROAD, OAKHANGER, BORDON, GU35 9JB",28/04/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\HOME FARM, FRENSHAM LANE, CHURT, GU10 2QG_IE-FRA.pdf",IE/FRA,"HOME FARM, FRENSHAM LANE, CHURT, GU10 2QG",07/03/2007,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\5 Crisspyn Close, Horndean, Waterlooville, PO8 9JT_CB-Plan-Enf-2439.pdf",CB/Plan-Enf/2439,"5 Crisspyn Close, Horndean, Waterlooville, PO8 9JT",25/04/2006,Planning Enforcement Notice,100060287324,469822.58,112616.5
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\131 WINCHESTER ROAD, FOUR MARKS, ALTON_F.30800-001.pdf",F.30800/001,"131 WINCHESTER ROAD, FOUR MARKS, ALTON",10/05/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\ROAD, FOUR MARKS, ALTON, GU34 5HY_CB-Plan-Enf-2390.pdf",CB/Plan-Enf/2390,"ROAD, FOUR MARKS, ALTON, GU34 5HY",03/02/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\59 Haslemere Road, Liphook, GU30 7BN_ENF 735.pdf",ENF 735,"59 Haslemere Road, Liphook, GU30 7BN",08/09/2006,Planning Enforcement Notice,100060276373,484426,131665
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Miscombe Manor, Pitcroft Lane, Buriton, Petersfield, GU31 5SS_CB-Plan-Enf-2431.pdf",CB/Plan-Enf/2431,"Miscombe Manor, Pitcroft Lane, Buriton, Petersfield, GU31 5SS",20/04/2006,Planning Enforcement Notice,1710000930,475101.77,120286.54
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\MISCOMBE MANOR, PITCROFT LANE, BURITON, PETERSFIELD, GU31 5SS_F.31097-038.pdf",F.31097/038,"MISCOMBE MANOR, PITCROFT LANE, BURITON, PETERSFIELD, GU31 5SS",13/03/2006,Planning Enforcement Notice,1710000930,475101.77,120286.54
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\High Acres, Willis Lane, Four Marks, Alton, GU34 5AP_CB-Plan-Enf-2429.pdf",CB/Plan-Enf/2429,"High Acres, Willis Lane, Four Marks, Alton, GU34 5AP",07/04/2006,Planning Enforcement Notice,1710007756,468119.5,134287.4
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Quarry Farm Cottage, Rake Road, Liss, GU33 7HB_IMIL61A-1.pdf",IMIL61A/1,"Quarry Farm Cottage, Rake Road, Liss, GU33 7HB",09/01/2006,Planning Enforcement Notice,1710041011,478848,128041
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\The Cottage, Paice Lane, Medstead, Hampshire, GU34 5PR_APP-M1710-C-05-2003665.pdf",APP/M1710/C/05/2003665,"The Cottage, Paice Lane, Medstead, Hampshire, GU34 5PR",15/03/2006,Planning Enforcement Appeal Decision,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\High Acres, Willis Lane, Four Marks, Alton, GU34 5AP_F.30005-001.pdf",F.30005/001,"High Acres, Willis Lane, Four Marks, Alton, GU34 5AP",21/03/2006,Planning Enforcement Notice,1710007756,468119.5,134287.4
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\WOOD, EAST MEON, PETERSFIELD, GU32 1HD_F33892-003.pdf",F33892/003,"WOOD, EAST MEON, PETERSFIELD, GU32 1HD",15/03/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Half Acre, Hawkley Road, Liss, GU33 6JS_F.20245-024.pdf",F.20245/024,"Half Acre, Hawkley Road, Liss, GU33 6JS",13/03/2006,Planning Enforcement Notice,10032905135,475511.485,128758.77
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Sunrise, 42-43 Lith Avenue, Horndean, Waterlooville, PO8 0HA_26398-008-EODC.pdf",26398/008/EODC,"Sunrise, 42-43 Lith Avenue, Horndean, Waterlooville, PO8 0HA",05/09/2008,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Quarry Farm Stables, Rake Road, Liss, Hampshire, GU33 7NJ_APP-M1710-C-05-2000766.pdf",APP/M1710/C/05/2000766,"Quarry Farm Stables, Rake Road, Liss, Hampshire, GU33 7NJ",13/12/2005,Planning Enforcement Appeal Decision,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Willow Cottage, Isington Road, Binsted, Alton, GU35 9NR_F.38551-004.pdf",F.38551/004,"Willow Cottage, Isington Road, Binsted, Alton, GU35 9NR",12/12/2005,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Coachmans Lodge, Frensham Lane, Churt, Farnham, GU10 2QQ_F.23725-039.pdf",F.23725/039,"Coachmans Lodge, Frensham Lane, Churt, Farnham, GU10 2QQ",09/01/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Memphis, 13 Parkstone Road, Ropley, Alresford, Hampshire, SO24 0EW_ENF 724.pdf",ENF 724,"Memphis, 13 Parkstone Road, Ropley, Alresford, Hampshire, SO24 0EW",16/11/2005,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Redwood, Redwood Lane, Medstead, GU34 5PE_ENF 723.pdf",ENF 723,"Redwood, Redwood Lane, Medstead, GU34 5PE",16/11/2005,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\2 Churchill Crescent, Headley, Bordon, GU35 8ND_F38934-001-FUL.pdf",F38934/001/FUL,"2 Churchill Crescent, Headley, Bordon, GU35 8ND",09/11/2005,Planning Enforcement Appeal Decision,1710050375,482693,135837
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\SLEAFORD BRIDGE HOUSE NORTH, FARNHAM ROAD, BORDON, GU35 9LJ_F.23110-029.pdf",F.23110/029,"SLEAFORD BRIDGE HOUSE NORTH, FARNHAM ROAD, BORDON, GU35 9LJ",07/11/2009,Planning Enforcement Appeal Decision,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\REDWOOD, REDWOOD LANE, MEDSTEAD, GU34 5PE_F.37073-007.pdf",F.37073/007,"REDWOOD, REDWOOD LANE, MEDSTEAD, GU34 5PE",25/10/2005,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\New Barn Stables, The Street, Binsted, Alton, GU34 4PF_F.22136-019.pdf",F.22136/019,"New Barn Stables, The Street, Binsted, Alton, GU34 4PF",03/04/2007,Planning Enforcement Notice,1710039774,477898,141102
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Cumbers Farm, Andlers Ash Road, Liss, GU33 7LL_APP-M1710-C-05-2003580.pdf",APP/M1710/C/05/2003580,"Cumbers Farm, Andlers Ash Road, Liss, GU33 7LL",27/02/2006,Planning Enforcement Appeal Decision,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Orchard Farm, To The North East Side of Dockenfield Road, Bucks Horn Oak, Farnham, Hampshire, GU9_F.33202-007-ECOU.pdf",F.33202/007/ECOU,"Orchard Farm, To The North East Side of Dockenfield Road, Bucks Horn Oak, Farnham, Hampshire, GU9",04/07/2005,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\28 Downhouse Road, Catherington, Hampshire, PO8 0TX_F.38597-00.pdf",F.38597/00,"28 Downhouse Road, Catherington, Hampshire, PO8 0TX",22/12/2005,Planning Enforcement Appeal Decision,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Golden Pot Public House, Odiham Road, Shalden, Alton, GU34 4DJ_F.22139-009.pdf",F.22139/009,"Golden Pot Public House, Odiham Road, Shalden, Alton, GU34 4DJ",20/10/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\3 WILLOW CLOSE, BORDON, GU35 0TH_F.31166-004.pdf",F.31166/004,"3 WILLOW CLOSE, BORDON, GU35 0TH",25/05/2005,Planning Enforcement Notice,100060274200,480253,135297
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Kapadokya Take Away, 1 Headley Road, Grayshott, Hindhead, Surrey, GU26 6LE_ENF 716.pdf",ENF 716,"Kapadokya Take Away, 1 Headley Road, Grayshott, Hindhead, Surrey, GU26 6LE",31/01/2006,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Foxlands, Brightstone Lane, Lower Farringdon, Alton, GU34 3DL_F.37148-002.pdf",F.37148/002,"Foxlands, Brightstone Lane, Lower Farringdon, Alton, GU34 3DL",06/04/2005,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Stream Copse, Off Smithfield Lane, Headley, Hampshire, GU10 2QQ_F.21727-016.pdf",F.21727/016,"Stream Copse, Off Smithfield Lane, Headley, Hampshire, GU10 2QQ",11/05/2005,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\WEST OF TELEPHONE EXCHANGE, LYMINGTON BOTTOM ROAD, MEADSTEAD_ENF 714.pdf",ENF 714,"WEST OF TELEPHONE EXCHANGE, LYMINGTON BOTTOM ROAD, MEADSTEAD",22/04/2005,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Bath House, 3 Petersfield Road, Whitehill, Bordon, Hampshire, GU35 9BU_F.34541-004.pdf",F.34541/004,"Bath House, 3 Petersfield Road, Whitehill, Bordon, Hampshire, GU35 9BU",09/02/2005,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Sleaford Service Station, Farnham Road, Bordon, GU35 0PQ_ENF 712.pdf",ENF 712,"Sleaford Service Station, Farnham Road, Bordon, GU35 0PQ",22/04/2005,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 05 - Aug 06\Sleaford Service Station, Farnham Road, Bordon, GU35 0QP_F.20136-035.pdf",F.20136/035,"Sleaford Service Station, Farnham Road, Bordon, GU35 0QP",07/02/2005,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\38 Waterside Close, Bordon, Hampshire, GU35 0HD_EC-49876-001-ECOU.pdf",EC/49876/001/ECOU,"38 Waterside Close, Bordon, Hampshire, GU35 0HD",11/05/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Monkwood House, Petersfield Road, Monkwood, Alresford, Hampshire, SO24 0HB_NL-Plan-Enf.pdf",NL/Plan-Enf,"Monkwood House, Petersfield Road, Monkwood, Alresford, Hampshire, SO24 0HB",08/05/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Monkwood House, Petersfield Road, Monkwood, Alresford, SO24 0HB_EC-24421-008-EBOC.pdf",EC/24421/008/EBOC,"Monkwood House, Petersfield Road, Monkwood, Alresford, SO24 0HB",23/04/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Bordean Nursery, Langrish, Hampshire, GU32 1RG_N-A.pdf",N/A,"Bordean Nursery, Langrish, Hampshire, GU32 1RG",04/04/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Bordean Nursery, Langrish, Hampshire, GU32 1RG_PT21L1-1A.pdf",PT21L1/1A,"Bordean Nursery, Langrish, Hampshire, GU32 1RG",04/04/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Ashdell Farm, Headmoor Lane, Four Marks, Alton, Hampshire, GU34 3ES_NL-Plan-Enf.pdf",NL/Plan-Enf,"Ashdell Farm, Headmoor Lane, Four Marks, Alton, Hampshire, GU34 3ES",21/03/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Ashdell Farm, Headmoor Lane, Four Marks, Alton, Hampshire, GU34 3ES_SDNP-52931-002-ECOU.pdf",SDNP/52931/002/ECOU,"Ashdell Farm, Headmoor Lane, Four Marks, Alton, Hampshire, GU34 3ES",14/03/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Highgate House, Lyeway Lane, Ropley, Hampshire, SO24 0DW_NL-Plan-Enf.pdf",NL/Plan-Enf,"Highgate House, Lyeway Lane, Ropley, Hampshire, SO24 0DW",28/02/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Tamar, 1 Chawton Park Road, Alton, Hampshire, GU34 1RG_NL-Plan-Enf.pdf",NL/Plan-Enf,"Tamar, 1 Chawton Park Road, Alton, Hampshire, GU34 1RG",07/03/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Tamr, 1 Chawton Park Road, Alton, GU34 1RG_EC-29343-001-EODC.pdf",EC/29343/001/EODC,"Tamr, 1 Chawton Park Road, Alton, GU34 1RG",02/03/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Quarry Farm, Rake Road, Liss, Hampshire, GU33 7HB_F.38996-009.pdf",F.38996/009,"Quarry Farm, Rake Road, Liss, Hampshire, GU33 7HB",29/02/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\QUARRY FARM, RAKE ROAD, LISS, GU33 7HB_SDNP-38996-020-ECOU.pdf",SDNP/38996/020/ECOU,"QUARRY FARM, RAKE ROAD, LISS, GU33 7HB",01/02/2012,Planning Enforcement Notice,10009819581,479021.8381885,128043.4192765
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Southview Farm, Blendworth Lane, Horndean, Waterlooville, PO8 0AP_LB-Plan-Enf-.pdf",LB/Plan/Enf/,"Southview Farm, Blendworth Lane, Horndean, Waterlooville, PO8 0AP",05/01/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Selborne Brickworks, Honey Lane, Selborne, GU34 3BY_PT21L4-IA.pdf",PT21L4/IA,"Selborne Brickworks, Honey Lane, Selborne, GU34 3BY",06/06/2012,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\AT SELBORNE BRICKWORKS, HONEY LANE, SELBORNE_PT21L4-IA.pdf",PT21L4/IA,"AT SELBORNE BRICKWORKS, HONEY LANE, SELBORNE",21/12/2011,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Sickles Lane, Kingsley, Bordon, Hampshire, GU35 9NR_IA-JC.pdf",IA/JC,"Sickles Lane, Kingsley, Bordon, Hampshire, GU35 9NR",06/12/2011,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Highgate House (Woodside), Lyeway Lane, Ropley, Alresford, SO24 0DW_53523-001-ECOU.pdf",53523/001/ECOU,"Highgate House (Woodside), Lyeway Lane, Ropley, Alresford, SO24 0DW",16/12/2011,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Oak Tree Farm, Gibbs Lane, Shortheath Common, GU35 9JS_PT24D41-IA.pdf",PT24D41/IA,"Oak Tree Farm, Gibbs Lane, Shortheath Common, GU35 9JS",12/12/2011,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\SOUTH OF SOUTHVIEW FARM, BLENDWORTH LANE, HORNDEAN, WATERLOOVILLE, P08 OAP_SDNP-50375-003-EO.pdf",SDNP/50375/003/EO,"SOUTH OF SOUTHVIEW FARM, BLENDWORTH LANE, HORNDEAN, WATERLOOVILLE, P08 OAP",15/12/2011,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\2a College Street, Petersfield, Hampshire, GU31 4AD_D-1-E7.pdf",D-1/E7,"2a College Street, Petersfield, Hampshire, GU31 4AD",25/11/2011,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\AT SELBORNE BRICKWORKS, HONEY LANE, SELBORNE_IA-TSN.pdf",IA/TSN,"AT SELBORNE BRICKWORKS, HONEY LANE, SELBORNE",21/10/2011,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\WEST OF DEANS FARM, WIDOW KNIGHTS COPSE LANE, BURITON, PETERSFIELD_SDNP-24113-003-ECOU.pdf",SDNP/24113/003/ECOU,"WEST OF DEANS FARM, WIDOW KNIGHTS COPSE LANE, BURITON, PETERSFIELD",19/10/2011,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\8 WOOLMER COTTAGES, PETERSFIELD ROAD, GREATHAM, LISS_W1-1-P2.pdf",W1-1/P2,"8 WOOLMER COTTAGES, PETERSFIELD ROAD, GREATHAM, LISS",12/10/2011,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\NORTH OF HEATH COTTAGE, ST PATRICKS LANE, LISS_SDNP-51825-001-ECOU.pdf",SDNP/51825/001/ECOU,"NORTH OF HEATH COTTAGE, ST PATRICKS LANE, LISS",05/09/2011,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\The Dormers, Rake Road, Liss, Hampshire, GU33 7HA_APP-Y9507-C-11-2162777.pdf",APP/Y9507/C/11/2162777,"The Dormers, Rake Road, Liss, Hampshire, GU33 7HA",22/02/2012,Planning Enforcement Appeal Decision,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\EAST OF THE DORMERS, RAKE ROAD, LISS_SDNP-52938-003-ECOU.pdf",SDNP/52938/003/ECOU,"EAST OF THE DORMERS, RAKE ROAD, LISS",14/09/2011,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\Coachmans Lodge, Frensham Lane, Surrey, GU102QQ_IGL1028-10.pdf",IGL1028/10,"Coachmans Lodge, Frensham Lane, Surrey, GU102QQ",21/06/2011,Planning Enforcement Notice,,,
JN24960,"Box 28_Client Box 28\ENF Notices Feb 10 - May 12\LAND AT HILLAND WOOD, FULLERS VALE, HEADLEY DOWN_NL-Plan-Enf.pdf",NL/Plan-Enf,"LAND AT HILLAND WOOD, FULLERS VALE, HEADLEY DOWN",20/06/2011,Planning Enforcement Notice,,,
